id,authors,year,title,venue
681,"Yufei Tao, Dimitris Papadias",2003,Spatial queries in dynamic environments,ACM Trans. Database Syst.
682,"Jean-Robert Gruser, Vladimir Zadorozhny, Louiqa Raschid, Tao Zhan",2000,Learning Response Time for WebSources Using Query Feedback and Application in Query Optimization,VLDB J.
683,"Venky Harinarayan, Ashish Gupta, Anand Rajaraman",1997,Virtual Database technology,SIGMOD Record
684,"Anastassia Ailamaki, Johannes Gehrke",2003,Time management for new faculty,SIGMOD Record
685,"Michael G. Norman, Peter Thanisch, Thomas Zurek",1996,Much Ado About Shared-Nothing,SIGMOD Record
686,"Torsten Suel, Xiaohui Long",2003,Optimized Query Execution in Large Search Engines with Global Page Ordering,VLDB
687,Surajit Chaudhuri,1997,Query Optimization at the Crossroads (Panel),SIGMOD Conference
688,"Alon Y. Levy, Mary F. Fernandez, Jaewoo Kang, Daniela Florescu, Dan Suciu",1997,STRUDEL: A Web-site Management System,SIGMOD Conference
689,M. Tamer �zsu,2003,Chair's Message,SIGMOD Record
690,"Guy M. Lohman, David J. DeWitt, Qiong Luo, Jeffrey F. Naughton, Chun Zhang",2001,On Supporting Containment Queries in Relational Database Management Systems,SIGMOD Conference
691,"Kemafor Anyanwu, Amit P. Sheth",2002,The p Operator: Discovering and Ranking Associations on the Semantic Web,SIGMOD Record
692,Philip A. Bernstein,1998,Repositories and Object Oriented Databases,SIGMOD Record
693,Ling Liu,2002,Editor's Notes,SIGMOD Record
694,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",1997,GTE SuperPages: Using IR Techniques for Searching Complex Objects,VLDB
695,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut G�ting",2000,A Data Model and Data Structures for Moving Objects Databases,SIGMOD Conference
696,Asuman Dogac,1996,Middle East Technical University Software Research and Development Center,SIGMOD Record
697,"Padmavathi Vallabhaneni, Daniel Barbar�, Walid G. Aref",1995,The Handwritten Trie: Indexing Electronic Ink,SIGMOD Conference
698,"F�lix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Sch�nhoff, Markus Str�ssler, Barry Eaglestone, Stefan Conrad",1997,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,SIGMOD Record
699,"Piotr Indyk, Sudipto Guha, Nitin Thaper, Nick Koudas",2002,Dynamic multidimensional histograms,SIGMOD Conference
700,"Kotagiri Ramamohanarao, Justin Zobel, Alistair Moffat",1998,Inverted Files Versus Signature Files for Text Indexing,ACM Trans. Database Syst.
701,"Jaideep Srivastava, Jianzhong Li, Doron Rotem",1999,Aggregation Algorithms for Very Large Compressed Data Warehouses,VLDB
702,"Nevzat Hurkan Balkir, Gultekin �zsoyoglu",1998,Delivering Presentations from Multimedia Servers,VLDB J.
703,"A. R. Hurson, Simin H. Pakzad, M. W. Bright",1994,Automated Resolution of Semantic Heterogeneity in Multidatabases,ACM Trans. Database Syst.
704,M. Tamer �zsu,2001,Chair's Message,SIGMOD Record
705,Karl Aberer,2002,Book Review Column,SIGMOD Record
706,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",2002,The Design and Performance Evaluation of Alternative XML Storage Strategies,SIGMOD Record
707,"Raghu Ramakrishnan, Yannis E. Ioannidis",1995,Containment of Conjunctive Queries: Beyond Relations as Sets,ACM Trans. Database Syst.
708,"Margaret H. Dunham, Abdelsalam Helal",1995,From the Guest Editors - Special Section on Data Management Issues in Mobile Computing,SIGMOD Record
709,"Yang-Sae Moon, Young-Koo Lee, Il-Yeol Song, Kyu-Young Whang",2002,A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP,VLDB
710,"Jayant R. Haritsa, Devavrat Shah, S. Sudarshan, Pradeep Shenoy, Mayank Bawa, Gaurav Bhalotia",2000,Turbo-charging Vertical Mining of Large Databases,SIGMOD Conference
711,"Praveen Seshadri, Mark Paskin",1997,PREDATOR: An OR-DBMS with Enhanced Data Types,SIGMOD Conference
712,"�zg�r Ulusoy, Alejandro P. Buchmann",1996,Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols,SIGMOD Record
713,"Minos N. Garofalakis, Phillip B. Gibbons",2001,Approximate Query Processing: Taming the TeraBytes,VLDB
714,"Peter J. H. King, Jonathan K. Lawder",2001,Querying Multi-dimensional Data Indexed Using the Hilbert Space-filling Curve,SIGMOD Record
715,Alon Y. Halevy,2000,Theory of Answering Queries Using Views,SIGMOD Record
716,"David T. Liu, Devesh Parekh, Michael J. Franklin",2003,GridDB: A Database Interface to the Grid,SIGMOD Conference
717,"Gerome Miklau, Dan Suciu",2003,Controlling Access to Published Data Using Cryptography,VLDB
718,"Rajeev Rastogi, Minos N. Garofalakis, Kyuseok Shim, Kaushik Chakrabarti",2001,Approximate query processing using wavelets,VLDB J.
719,"Kevin Chen-Chuan Chang, Seung-won Hwang",2002,Minimal probing: supporting expensive predicates for top-k queries,SIGMOD Conference
720,"Nelson Mendon�a Mattos, Joachim Thomas, Theo H�rder, Stefan De�loch, Bernhard Mitschang",1998,"Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues",VLDB J.
721,Nazih Elderini,2002,Letter to SIGMOD Record Editor,SIGMOD Record
722,Marianne Winslett,1994,Progress on HPCC and NII,SIGMOD Record
723,"Chiang Lee, Hongjun Lu, Chia-Jung Chen",1995,An Aspect of Query Optimization in Multidatabase Systems (Extended Abstract),SIGMOD Record
724,"Yannis Theodoridis, Dieter Pfoser, Christian S. Jensen",2000,Novel Approaches in Query Processing for Moving Object Trajectories,VLDB
725,Adam Blum,1999,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,VLDB
726,"Kenneth A. Ross, Anastassia Ailamaki, Alfred V. Aho",2002,Reminiscences on Influential Papers,SIGMOD Record
727,"Jeffrey F. Naughton, Stratis Viglas",2002,Rate-based query optimization for streaming information sources,SIGMOD Conference
728,Walt Kohler,1999,EMC Information Sharing: Direct Access to MVS Data from Unix and NT,SIGMOD Conference
729,"Shaoyu Zhou, M. Seetha Lakshmi",1998,Selectivity Estimation in Extensible Databases - A Neural Network Approach,VLDB
730,Frank G. Goethals,2002,Data Warehousing and Business Intelligence for E-Commerce - Book Review,SIGMOD Record
731,"Daphne Koller, Lise Getoor, Benjamin Taskar",2001,Selectivity Estimation using Probabilistic Models,SIGMOD Conference
732,"G�nter Sauter, Fernando de Ferreira Rezende",1998,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,VLDB
733,Steven J. DeRose,1999,"What Do Those Weird XML Types Want, Anyway?",VLDB
734,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman",2003,Report on the 4th International Conference on Mobile Data Management,SIGMOD Record
735,"Leonard Brown, Le Gruenwald",2001,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,VLDB
736,"Umeshwar Dayal, Ming-Chien Shan, Angela Bonifati, Fabio Casati",2001,Warehousing Workflow Data: Challenges and Opportunities,VLDB
737,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",1995,Declustering Databases on Heterogeneous Disk Systems,VLDB
738,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",2000,Toward Learning Based Web Query Processing,VLDB
739,"Tak W. Yan, Hector Garcia-Molina",1995,Information Finding in a Digital Library: The Stanford Perspective,SIGMOD Record
740,"Kian-Lee Tan, Tat-Seng Chua, Beng Chin Ooi, Wynne Hsu",1998,Fast Image Retrieval Using Color-Spatial Information,VLDB J.
741,Eric A. Brewer,1998,Delivering High Availability for Inktomi Search Engines,SIGMOD Conference
742,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",1998,The Araneus Web-Base Management System,SIGMOD Conference
743,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",1998,CURE: An Efficient Clustering Algorithm for Large Databases,SIGMOD Conference
744,"Kamalakar Karlapalem, Jian Yang, Qing Li",1997,Algorithms for Materialized View Design in Data Warehousing Environment,VLDB
745,"Byron Dom, Piotr Indyk, Soumen Chakrabarti",1998,Enhanced Hypertext Categorization Using Hyperlinks,SIGMOD Conference
746,"Janet L. Wiener, Jason McHugh, Serge Abiteboul, Qingshan Luo, Anand Rajaraman, Dallan Quass, Jeffrey D. Ullman, Roy Goldman, Hugo Rivero, Jennifer Widom, Svetlozar Nestorov, Kevin Haas",1996,LORE: A Lightweight Object REpository for Semistructured Data,SIGMOD Conference
747,"Jihwang Yeo, Sudarshan S. Chawathe, Thomas Baby",2001,VQBD: Exploring Semistructured Data,SIGMOD Conference
748,"Carole A. Goble, David De Roure",2002,The Grid: An Application of the Semantic Web,SIGMOD Record
749,Frank Leymann,2003,Grid and Applications (Industrial Session),VLDB
750,"Sunita Sarawagi, Gayatri Sathe",2000,"i3: Intelligent, Interactive Investigaton of OLAP data cubes",SIGMOD Conference
751,"Timothy Griffin, Bharat Kumar",1998,Algebraic Change Propagation for Semijoin and Outerjoin Queries,SIGMOD Record
752,"S. Tserkezoglou, Timos K. Sellis, Barbara Pernici, Michalis Vazirgiannis, Isabelle Mirbel",2000,Checking the Temporal Integrity of Interactive Multimedia Documents,VLDB J.
753,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",2002,Efficient filtering of XML documents with XPath expressions,VLDB J.
754,"Kyuseok Shim, Rajeev Rastogi, Minos N. Garofalakis, Sridhar Ramaswamy",1999,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)",SIGMOD Conference
755,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton",1995,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,SIGMOD Record
756,Jan Chomicki,1995,Efficient Checking of Temporal Integrity Constraints Using Bounded History Encoding,ACM Trans. Database Syst.
757,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim",2000,What Is the Nearest Neighbor in High Dimensional Spaces?,VLDB
758,"Gadi Entin, Shai Geva, Eran Palmon, Shaul Dar",1998,DTL's DataSpot: Database Exploration as Easy as Browsing the Web,SIGMOD Conference
759,"Taosong He, Stephen G. Eick, Kenneth C. Cox",1996,3D Geographic Network Displays,SIGMOD Record
760,"Stefano Paraboschi, Piero Fraternali, Stefano Ceri",1999,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications",VLDB
761,"Nikos Karayannidis, Frank Ramsak, Timos K. Sellis, Rudolf Bayer, Robert Fenk, Klaus Elhardt, Volker Markl, Roland Pieringer, Aris Tsois",2002,Processing Star Queries on Hierarchically-Clustered Fact Tables,VLDB
762,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer",2003,Winnowing: Local Algorithms for Document Fingerprinting,SIGMOD Conference
763,"Joachim Reinert, Theo H�rder",1996,Access Path Support for Referential Integrity in SQL2,VLDB J.
764,"Ada Wai-Chee Fu, King Lum Cheung",1998,Enhanced Nearest Neighbour Search on the R-tree,SIGMOD Record
765,"Euthimios Panagos, Alexandros Biliris",1994,EOS: An Extensible Object Store,SIGMOD Conference
766,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",1996,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,VLDB
767,"AnHai Doan, Pedro Domingos, Alon Y. Halevy",2001,Reconciling Schemas of Disparate Data Sources: A Machine-Learning Approach,SIGMOD Conference
768,"Raymond T. Ng, Paul Shum",1998,Optimal Clip Ordering for Multi-Clip Queries,VLDB J.
769,"Fabio Casati, Ming-Chien Shan",2000,Process Automation as the Foundation for E-Business,VLDB
770,Jennifer Widom,1994,Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94,SIGMOD Record
771,Richard T. Snodgrass,2003,ACM TODS in this Internet Age,SIGMOD Record
772,"Nikos Mamoulis, Dimitris Papadias, Vasilis Delis",1998,Algorithms for Querying by Spatial Structure,VLDB
773,"Giuseppe Santucci, Tiziana Catarci",1994,Query by Diagram: A Graphical Environment for Querying Databases,SIGMOD Conference
774,"Bernhard Mitschang, Michael Jaedicke",1999,User-Defined Table Operators: Enhancing Extensibility for ORDBMS,VLDB
775,Asuman Dogac,2002,Guest Editor's Introduction,SIGMOD Record
776,"Feng Shao, Lin Guo, Chavdar Botev, Jayavel Shanmugasundaram",2003,XRANK: Ranked Keyword Search over XML Documents,SIGMOD Conference
777,Richard T. Snodgrass,1998,Chair's Message,SIGMOD Record
778,"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov",1997,Infering Structure in Semistructured Data,SIGMOD Record
779,"Jian Pei, Laks V. S. Lakshmanan, Yan Zhao",2003,Efficacious Data Cube Exploration by Semantic Summarization and Compression,VLDB
780,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau",1997,High-Performance Sorting on Networks of Workstations,SIGMOD Conference
781,Marc H. Scholl,2001,Transactional Information Systems - Book Review,SIGMOD Record
782,"Atsushi Ohori, Peter Buneman",1996,Polymorphism and Type Inference in Database Programming,ACM Trans. Database Syst.
783,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",1994,An Effective Deductive Object-Oriented Database Through Language Integration,VLDB
784,"Kenneth A. Ross, Jun Rao",1999,Cache Conscious Indexing for Decision-Support in Main Memory,VLDB
785,"Reuven Kashi, Nathan S. Netanyahu, Amihood Amir",2001,Analyzing Quantitative Databases: Image is Everything,VLDB
786,"Sailesh Krishnamurthy, C. Mohan, Larry Brown, Hamid Pirahesh, Mehmet Altinel, Honguk Woo, Qiong Luo, Bruce G. Lindsay",2002,DBCache: database caching for web application servers,SIGMOD Conference
787,"Donald Kossmann, Konrad Stocker",2000,Iterative dynamic programming: a new class of query optimization algorithms,ACM Trans. Database Syst.
788,"Douglas Banks, Marcel Kornacker",1995,High-Concurrency Locking in R-Trees,VLDB
789,"Nabil R. Adam, Yelena Yesha",1998,Electronic Commerce: Tutorial,SIGMOD Conference
790,"Ahmed K. Elmagarmid, Haitao Jiang",1998,Spatial and Temporal Content-Based Access to Hypervideo Databases,VLDB J.
791,"Claus Hagen, Hans-J�rg Schek, Gustavo Alonso, Markus Tresch",1997,Distributed Processing over Stand-alone Systems and Applications,VLDB
792,"Junghoo Cho, Hector Garcia-Molina",2000,Synchronizing a Database to Improve Freshness,SIGMOD Conference
793,Henry F. Korth,1995,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,VLDB
794,"Christopher R. Palmer, Christos Faloutsos",2000,Density Biased Sampling: An Improved Method for Data Mining and Clustering,SIGMOD Conference
795,?,1994,The TSQL2 Final Language Definition Announcement,SIGMOD Record
796,"Pin-Kwang Eng, Kian-Lee Tan, Beng Chin Ooi",2001,Efficient Progressive Skyline Computation,VLDB
797,Harald Kosch,2002,MPEG-7 and Multimedia Database Systems,SIGMOD Record
798,"Yirong Xu, Rakesh Agrawal, Amit Somani",2001,Storage and Querying of E-Commerce Data,VLDB
799,"Nick Roussopoulos, Yannis Kotidis",1999,DynaMat: A Dynamic View Management System for Data Warehouses,SIGMOD Conference
800,"Martin Strauss, S. Muthukrishnan, Yannis Kotidis, Anna C. Gilbert",2002,How to Summarize the Universe: Dynamic Maintenance of Quantiles,VLDB
801,Martin Grohe,2002,Parameterized Complexity for the Database Theorist,SIGMOD Record
802,Michael J. Franklin,2000,Editor's Notes,SIGMOD Record
803,Gavin M. Bierman,2003,Formal semantics and analysis of object queries,SIGMOD Conference
804,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",1994,METU Object-Oriented DBMS,SIGMOD Conference
805,"Malcolm P. Atkinson, Ronald Morrison",1995,Orthogonally Persistent Object Systems,VLDB J.
806,"Marcin Skubiszewski, Patrick Valduriez",1997,Concurrent Garbage Collection in O2,VLDB
807,"Ioana Manolescu, Stefano Ceri",2003,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques",VLDB
808,"Robert Meersman, Amit P. Sheth",2002,Guest Editor's Introduction,SIGMOD Record
809,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",1998,DTL's DataSpot: Database Exploration Using Plain Language,VLDB
810,Michael J. Franklin,1998,Editor's Notes,SIGMOD Record
811,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",1995,Applying Database Technology in the ADSM Mass Storage System,VLDB
812,"Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song, Sang Ho Lee",2001,Dynamic Buffer Allocation in Video-on-Demand Systems,SIGMOD Conference
813,"Wei Wang, Haifeng Jiang, Hongjun Lu, Jeffrey Xu Yu",2003,Holistic Twig Joins on Indexed XML Documents,VLDB
814,Alon Y. Levy,1996,Obtaining Complete Answers from Incomplete Databases,VLDB
815,"Martin Staudt, Matthias Jarke",1996,Incremental Maintenance of Externally Materialized Views,VLDB
816,"Claudia Bauzer Medeiros, Fatima Pires",1994,Databases for GIS,SIGMOD Record
817,"Dan Suciu, Ioana Manolescu, Daniela Florescu, Alon Y. Levy",1999,Query Optimization in the Presence of Limited Access Patterns,SIGMOD Conference
818,"Ming-Syan Chen, Philip S. Yu, Jong Soo Park",1995,An Effective Hash Based Algorithm for Mining Association Rules,SIGMOD Conference
819,"Henrique Madeira, Marco Vieira",2003,A Dependability Benchmark for OLTP Application Environments,VLDB
820,David B. Lomet,2000,High Speed On-line Backup When Using Logical Log Operations,SIGMOD Conference
821,Jiawei Han,1998,Towards On-Line Analytical Mining in Large Databases,SIGMOD Record
822,"Kyoji Hirata, Yoshinori Hara, Wen-Syan Li, K. Sel�uk Candan",1997,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,VLDB
823,"Geoffrey Phipps, Marcia A. Derr, Shinichi Morishita",1994,"The Glue-Nail Deductive Database System: Design, Implementation, and Evaluation",VLDB J.
824,"Nick Roussopoulos, Mema Roussopoulos, Yannis Kotidis",1997,Cubetree: Organization of and Bulk Updates on the Data Cube,SIGMOD Conference
825,Marianne Winslett,2002,Interview with Avi Silberschatz,SIGMOD Record
826,"ChengXiang Zhai, Marianne Winslett, Yuanyuan Zhou, Kevin Chen-Chuan Chang, Jiawei Han, AnHai Doan",2002,Database Research at the University of Illinois at Urbana-Champaign,SIGMOD Record
