id,authors,year,title,venue
804,"Philip A. Bernstein, Shankar Pal, David Shutt",1999,Context-Based Prefetch for Implementing Objects on Relations,Very Large Data Bases
805,"Serge Abiteboul, Vincent Aguilera, S&#233;bastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Fr&#233;d&#233;ric Hubert, Jean-Claude Mamou, Am&#233;lie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",1999,XML Repository and Active Views Demonstration,Very Large Data Bases
806,"Weidong Chen, Jyh-Herng Chow, You-Chin Fuh, Jean Grandbois, Michelle Jou, Nelson Mendon&#231;a Mattos, Brian T. Tran, Yun Wang",1999,High Level Indexing of User-Defined Types,Very Large Data Bases
807,"Masahisa Tamura, Masaru Kitsuregawa",1999,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,Very Large Data Bases
808,Umeshwar Dayal,1999,"Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",Very Large Data Bases
809,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",1999,Multi-Dimensional Substring Selectivity Estimation,Very Large Data Bases
810,Sunita Sarawagi,1999,Explaining Differences in Multidimensional Aggregates,Very Large Data Bases
811,"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jeffrey F. Naughton",1999,Relational Databases for Querying XML Documents: Limitations and Opportunities,Very Large Data Bases
812,"Alfons Kemper, Donald Kossmann, Christian Wiesner",1999,Generalised Hash Teams for Join and Group-by,Very Large Data Bases
813,"Alexander Hinneburg, Daniel A. Keim",1999,Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,Very Large Data Bases
814,"Evaggelia Pitoura, Panos K. Chrysanthis",1999,Exploiting Versions for Handling Updates in Broadcast Disks,Very Large Data Bases
815,"Antony L. Hosking, Jiawan Chen",1999,"PM3: An Orthogonal Persistent Systems Programming Language - Design, Implementation, Performance",Very Large Data Bases
816,"Roger Bamford, Rafiul Ahad, Angelo Pruscino",1999,A Scalable and Highly Available Networked Database Architecture,Very Large Data Bases
817,"Donko Donjerkovic, Raghu Ramakrishnan",1999,Probabilistic Optimization of Top N Queries,Very Large Data Bases
818,"Cheng Hian Goh, Beng Chin Ooi, D. Sim, Kian-Lee Tan",1999,GHOST: Fine Granularity Buffering of Indexes,Very Large Data Bases
819,James R. Hamilton,1999,Networked Data Management Design Points,Very Large Data Bases
820,"Peter Baumann, Andreas Dehmel, Paula Furtado, Roland Ritsch, Norbert Widmann",1999,Spatio-Temporal Retrieval with RasDaMan,Very Large Data Bases
821,"Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",1999,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,Very Large Data Bases
822,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",1999,On Efficiently Implementing SchemaSQL on an SQL Database System,Very Large Data Bases
823,"Ravi Kumar, Prabhakar Raghavan, Sridhar Rajagopalan, Andrew Tomkins",1999,Extracting Large-Scale Knowledge Bases from the Web,Very Large Data Bases
824,"Chris Jermaine, Anindya Datta, Edward Omiecinski",1999,A Novel Index Supporting High Volume Data Warehouse Insertion,Very Large Data Bases
825,"Luc Bouganim, Tatiana Chan-Sine-Ying, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Georges Gardarin, Fei Sha",1999,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,Very Large Data Bases
826,"Michael Jaedicke, Bernhard Mitschang",1999,User-Defined Table Operators: Enhancing Extensibility for ORDBMS,Very Large Data Bases
827,"Aristides Gionis, Piotr Indyk, Rajeev Motwani",1999,Similarity Search in High Dimensions via Hashing,Very Large Data Bases
828,"Esther Pacitti, Pascale Minet, Eric Simon",1999,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,Very Large Data Bases
829,"Michael J. Carey, Donald D. Chamberlin, Srinivasa Narayanan, Bennet Vance, Doug Doole, Serge Rielau, Richard Swagerman, Nelson Mendon&#231;a Mattos",1999,"O-O, What Have They Done to DB2?",Very Large Data Bases
830,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",1999,Online Feedback for Nested Aggregate Queries with Multi-Threading,Very Large Data Bases
831,"You-Chin Fuh, Stefan De&#223;loch, Weidong Chen, Nelson Mendon&#231;a Mattos, Brian T. Tran, Bruce G. Lindsay, Linda DeMichel, Serge Rielau, Danko Mannhaupt",1999,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,Very Large Data Bases
832,Goetz Graefe,1999,The Value of Merge-Join and Hash-Join in SQL Server,Very Large Data Bases
833,"Yannis E. Ioannidis, Viswanath Poosala",1999,Histogram-Based Approximation of Set-Valued Query-Answers,Very Large Data Bases
834,"Arjen P. de Vries, Mark G. L. M. van Doorn, Henk M. Blanken, Peter M. G. Apers",1999,The Mirror MMDBMS Architecture,Very Large Data Bases
835,"Edwin M. Knorr, Raymond T. Ng",1999,Finding Intensional Knowledge of Distance-Based Outliers,Very Large Data Bases
836,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",1999,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications",Very Large Data Bases
837,"Soumen Chakrabarti, Martin van den Berg, Byron Dom",1999,Distributed Hypertext Resource Discovery Through Examples,Very Large Data Bases
838,C. Mohan,1999,Repeating History Beyond ARIES,Very Large Data Bases
839,"Felipe Cari&#241;o, William O'Connell, John Burgess, Joel H. Saltz",1999,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis",Very Large Data Bases
840,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",1999,What can Hierarchies do for Data Warehouses?,Very Large Data Bases
841,"Thomas Zurek, Markus Sinnwell",1999,Datawarehousing Has More Colours Than Just Black &; White,Very Large Data Bases
842,"Arnd Christian K&#246;nig, Gerhard Weikum",1999,Combining Histograms and Parametric Curve Fitting for Feedback-Driven Query Result-size Estimation,Very Large Data Bases
843,"H. V. Jagadish, J. Madar, Raymond T. Ng",1999,Semantic Compression and Pattern Extraction with Fascicles,Very Large Data Bases
844,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, David A. Wood",1999,DBMSs on a Modern Processor: Where Does Time Go?,Very Large Data Bases
845,"Udo Nink, Theo H&#228;rder, Norbert Ritter",1999,Generating Call-Level Interfaces for Advanced Database Application Programming,Very Large Data Bases
846,"Serge Abiteboul, Bernd Amann, Sophie Cluet, Adi Eyal, Laurent Mignet, Tova Milo",1999,Active Views for Electronic Commerce,Very Large Data Bases
847,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",1999,Online Dynamic Reordering for Interactive Data Processing,Very Large Data Bases
848,"Vanja Josifovski, Tore Risch",1999,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,Very Large Data Bases
849,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",2000,What Is the Nearest Neighbor in High Dimensional Spaces?,Very Large Data Bases
850,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",2000,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,Very Large Data Bases
851,"Ren&#233;e J. Miller, Laura M. Haas, Mauricio A. Hern&#225;ndez",2000,Schema Mapping as Query Discovery,Very Large Data Bases
852,Sudarshan S. Chawathe,1999,Comparing Hierarchical Data in External Memory,Very Large Data Bases
853,Steven J. DeRose,1999,"What Do Those Weird XML Types Want, Anyway?",Very Large Data Bases
854,"Laura M. Haas, Donald Kossmann, Ioana Ursu",1999,Loading a Cache with Query Results,Very Large Data Bases
855,"Curtis E. Dyreson, Michael H. B&#246;hlen, Christian S. Jensen",1999,Capturing and Querying Multiple Aspects of Semistructured Data,Very Large Data Bases
856,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",2000,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,Very Large Data Bases
857,Sandeepan Banerjee,2000,A Database Platform for Bioinformatics,Very Large Data Bases
858,"Wilburt Labio, Jun Yang, Yingwei Cui, Hector Garcia-Molina, Jennifer Widom",2000,Performance Issues in Incremental Warehouse Maintenance,Very Large Data Bases
859,John L. Schnase,2000,Research Directions in Biodiversity Informatics,Very Large Data Bases
860,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",2000,Toward Learning Based Web Query Processing,Very Large Data Bases
861,"Junghoo Cho, Hector Garcia-Molina",2000,The Evolution of the Web and Implications for an Incremental Crawler,Very Large Data Bases
862,Michael L. Brodie,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Very Large Data Bases
863,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",2000,Semantic Access: Semantic Interface for Querying Databases,Very Large Data Bases
864,"Fabio Casati, Ming-Chien Shan",2000,Process Automation as the Foundation for E-Business,Very Large Data Bases
865,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",2000,A Case-Based Approach to Information Integration,Very Large Data Bases
866,"Rachel Pottinger, Alon Y. Levy",2000,A Scalable Algorithm for Answering Queries Using Views,Very Large Data Bases
867,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Fran&#231;ois Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",2000,Publish/Subscribe on the Web at Extreme Speed,Very Large Data Bases
868,"Byoung-Kee Yi, Christos Faloutsos",2000,Fast Time Sequence Indexing for Arbitrary Lp Norms,Very Large Data Bases
869,"Matthias Jarke, Thomas List, J&#246;rg K&#246;ller",2000,The Challenge of Process Data Warehousing,Very Large Data Bases
870,"Haixun Wang, Carlo Zaniolo",2000,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,Very Large Data Bases
871,"Hongjun Lu, Hongyan Liu",2000,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,Very Large Data Bases
872,"S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold",2000,A 20/20 Vision of the VLDB-2020?,Very Large Data Bases
873,"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",2000,Automated Selection of Materialized Views and Indexes in SQL Databases,Very Large Data Bases
874,Michael J. Carey,2000,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Very Large Data Bases
875,"Piotr Indyk, Nick Koudas, S. Muthukrishnan",2000,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,Very Large Data Bases
876,Anil Nori,2000,Asera: Extranet Architecture for B2B Solutions,Very Large Data Bases
877,"Ke Wang, Yu He, Jiawei Han",2000,Mining Frequent Itemsets Using Support Constraints,Very Large Data Bases
878,"Surajit Chaudhuri, Gerhard Weikum",2000,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,Very Large Data Bases
879,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",2000,Efficiently Publishing Relational Data as XML Documents,Very Large Data Bases
880,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",2000,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,Very Large Data Bases
881,"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",2000,Multi-Dimensional Database Allocation for Parallel Data Warehouses,Very Large Data Bases
882,Shalom Tsur,2000,Data Mining in the Bioinformatics Domain,Very Large Data Bases
883,"Mehmet Altinel, Michael J. Franklin",2000,Efficient Filtering of XML Documents for Selective Dissemination of Information,Very Large Data Bases
884,"""Very Large Data Bases",,"High-Performance and Scalability through Application Tier,In-Memory Data Management",2000
885,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",2000,Push Technology Personalization through Event Correlation,Very Large Data Bases
886,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",2000,Integration of Data Mining with Database Technology,Very Large Data Bases
887,"Wes Cowley, Dimitris Plexousakis",2000,Temporal Integrity Constraints with Indeterminacy,Very Large Data Bases
888,"Nikos Pappas, Stavros Christodoulakis",2000,Design and Development of a Stream Service in a Heterogenous Client Environment,Very Large Data Bases
889,"Kaushik Chakrabarti, Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",2000,Approximate Query Processing Using Wavelets,Very Large Data Bases
890,Joseph Y. Halpern,2000,Hypothetical knowledge and counterfactual reasoning,Very Large Data Bases
891,"Jonathan Goldstein, Raghu Ramakrishnan",2000,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,Very Large Data Bases
892,"Ioana Manolescu, Daniela Florescu, Donald Kossmann, Florian Xhumari, Dan Olteanu",2000,Agora: Living with XML and Relational,Very Large Data Bases
893,"Leejay Wu, Christos Faloutsos, Katia P. Sycara, Terry R. Payne",2000,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,Very Large Data Bases
894,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",2000,Managing Intervals Efficiently in Object-Relational Databases,Very Large Data Bases
895,"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",2000,Controlling Data Warehouses with Knowledge Networks,Very Large Data Bases
